=======================================================
🏟️  FULL 9-INNING BASEBALL SIMULATION START
=======================================================
Outcome: STRIKE     | Top 1 | AWAY 0 - 0 HOME | O:0 S:1 B:0 | Bases: 000
Outcome: BALL       | Bot 9 | AWAY 140 - 153 HOME | O:0 S:0 B:1 | Bases: 100
Outcome: FOUL       | Bot 9 | AWAY 140 - 153 HOME | O:0 S:1 B:0 | Bases: 100
Outcome: STRIKE     | Bot 9 | AWAY 140 - 153 HOME | O:0 S:2 B:0 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 153 HOME | O:0 S:2 B:1 | Bases: 100
Outcome: FAIR       | Bot 9 | AWAY 140 - 153 HOME | O:0 S:0 B:0 | Bases: 110
Outcome: BALL       | Bot 9 | AWAY 140 - 153 HOME | O:0 S:0 B:1 | Bases: 110
Outcome: STRIKE     | Bot 9 | AWAY 140 - 153 HOME | O:0 S:1 B:1 | Bases: 110
Outcome: FOUL       | Bot 9 | AWAY 140 - 153 HOME | O:0 S:1 B:0 | Bases: 110
Outcome: FOUL       | Bot 9 | AWAY 140 - 153 HOME | O:0 S:1 B:0 | Bases: 110
Outcome: STRIKE     | Bot 9 | AWAY 140 - 153 HOME | O:0 S:2 B:0 | Bases: 110
Outcome: HOME RUN   | Bot 9 | AWAY 140 - 156 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: BALL       | Bot 9 | AWAY 140 - 156 HOME | O:0 S:0 B:1 | Bases: 000
Outcome: BALL       | Bot 9 | AWAY 140 - 156 HOME | O:0 S:0 B:2 | Bases: 000
Outcome: FAIR       | Bot 9 | AWAY 140 - 156 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 156 HOME | O:0 S:0 B:1 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 156 HOME | O:0 S:0 B:2 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 156 HOME | O:0 S:0 B:3 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 156 HOME | O:0 S:0 B:0 | Bases: 110
Outcome: HOME RUN   | Bot 9 | AWAY 140 - 159 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: STRIKE     | Bot 9 | AWAY 140 - 159 HOME | O:0 S:1 B:0 | Bases: 000
Outcome: HOME RUN   | Bot 9 | AWAY 140 - 160 HOME | O:0 S:0 B:0 | Bases: 000
Outcome: BALL       | Bot 9 | AWAY 140 - 160 HOME | O:0 S:0 B:1 | Bases: 000
Outcome: STRIKE     | Bot 9 | AWAY 140 - 160 HOME | O:0 S:1 B:1 | Bases: 000
Outcome: STRIKE     | Bot 9 | AWAY 140 - 160 HOME | O:0 S:2 B:1 | Bases: 000
Outcome: BALL       | Bot 9 | AWAY 140 - 160 HOME | O:0 S:2 B:2 | Bases: 000
Outcome: BALL       | Bot 9 | AWAY 140 - 160 HOME | O:0 S:2 B:3 | Bases: 000
Outcome: BALL       | Bot 9 | AWAY 140 - 160 HOME | O:0 S:0 B:0 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 160 HOME | O:0 S:0 B:1 | Bases: 100
Outcome: STRIKE     | Bot 9 | AWAY 140 - 160 HOME | O:0 S:1 B:1 | Bases: 100
Outcome: STRIKE     | Bot 9 | AWAY 140 - 160 HOME | O:0 S:2 B:1 | Bases: 100
Outcome: STRIKE     | Bot 9 | AWAY 140 - 160 HOME | O:1 S:0 B:0 | Bases: 100
Outcome: STRIKE     | Bot 9 | AWAY 140 - 160 HOME | O:1 S:1 B:0 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 160 HOME | O:1 S:1 B:1 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 160 HOME | O:1 S:1 B:2 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 160 HOME | O:1 S:1 B:3 | Bases: 100
Outcome: FOUL       | Bot 9 | AWAY 140 - 160 HOME | O:1 S:1 B:0 | Bases: 100
Outcome: STRIKE     | Bot 9 | AWAY 140 - 160 HOME | O:1 S:2 B:0 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 160 HOME | O:1 S:2 B:1 | Bases: 100
Outcome: STRIKE     | Bot 9 | AWAY 140 - 160 HOME | O:2 S:0 B:0 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 160 HOME | O:2 S:0 B:1 | Bases: 100
Outcome: STRIKE     | Bot 9 | AWAY 140 - 160 HOME | O:2 S:1 B:1 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 160 HOME | O:2 S:1 B:2 | Bases: 100
Outcome: STRIKE     | Bot 9 | AWAY 140 - 160 HOME | O:2 S:2 B:2 | Bases: 100
Outcome: FOUL       | Bot 9 | AWAY 140 - 160 HOME | O:2 S:1 B:0 | Bases: 100
Outcome: STRIKE     | Bot 9 | AWAY 140 - 160 HOME | O:2 S:2 B:0 | Bases: 100
Outcome: BALL       | Bot 9 | AWAY 140 - 160 HOME | O:2 S:2 B:1 | Bases: 100
Outcome: STRIKE     | Top 10 | AWAY 140 - 160 HOME | O:0 S:0 B:0 | Bases: 000
=======================================================
🏆 FINAL SCORE: AWAY 140 - 160 HOME
=======================================================
